Zaman,Temiz_Voltaj,Bozuk_Voltaj
2026-01-01 00:00:00,12.267708972115772,12.267708972115772
2026-01-01 01:00:00,11.963781395864343,11.963781395864343
2026-01-01 02:00:00,12.539848756641538,12.539848756641538
2026-01-01 03:00:00,12.230149547272156,12.230149547272156
2026-01-01 04:00:00,12.079948478687228,12.079948478687228
2026-01-01 05:00:00,12.159507127271603,12.159507127271603
2026-01-01 06:00:00,13.078544252091312,13.078544252091312
2026-01-01 07:00:00,12.733379416389162,12.733379416389162
2026-01-01 08:00:00,12.827103450971642,12.827103450971642
2026-01-01 09:00:00,12.726978358946088,12.726978358946088
2026-01-01 10:00:00,12.581179224403611,12.581179224403611
2026-01-01 11:00:00,13.082016703975812,13.082016703975812
2026-01-01 12:00:00,12.967441185569731,12.967441185569731
2026-01-01 13:00:00,12.932338148326004,12.932338148326004
2026-01-01 14:00:00,13.410910352206367,13.410910352206367
2026-01-01 15:00:00,13.11229181892747,13.11229181892747
2026-01-01 16:00:00,12.89246420085987,12.89246420085987
2026-01-01 17:00:00,13.11849128492641,13.11849128492641
2026-01-01 18:00:00,13.177916225435748,13.177916225435748
2026-01-01 19:00:00,13.356219008137103,13.356219008137103
2026-01-01 20:00:00,13.975771514235698,13.975771514235698
2026-01-01 21:00:00,13.28520736835175,13.28520736835175
2026-01-01 22:00:00,13.919091230428485,13.919091230428485
2026-01-01 23:00:00,13.319146084125542,13.319146084125542
2026-01-02 00:00:00,13.93313042223677,13.93313042223677
2026-01-02 01:00:00,13.576393776258604,13.576393776258604
2026-01-02 02:00:00,13.644411093048223,13.644411093048223
2026-01-02 03:00:00,13.95142821890503,13.95142821890503
2026-01-02 04:00:00,14.097672118514707,14.097672118514707
2026-01-02 05:00:00,14.261804922460527,14.261804922460527
2026-01-02 06:00:00,13.89438050965066,13.89438050965066
2026-01-02 07:00:00,13.864129813195298,13.864129813195298
2026-01-02 08:00:00,14.266138186180667,14.266138186180667
2026-01-02 09:00:00,13.997123794105885,13.997123794105885
2026-01-02 10:00:00,13.622828451394911,13.622828451394911
2026-01-02 11:00:00,13.788972456138124,13.788972456138124
2026-01-02 12:00:00,13.820708456017579,13.820708456017579
2026-01-02 13:00:00,13.942465883247692,13.942465883247692
2026-01-02 14:00:00,13.917212250306125,13.917212250306125
2026-01-02 15:00:00,14.224198927004768,14.224198927004768
2026-01-02 16:00:00,14.166251507274838,14.166251507274838
2026-01-02 17:00:00,14.08764705082352,14.08764705082352
2026-01-02 18:00:00,14.097026071185205,14.097026071185205
2026-01-02 19:00:00,14.034105958392107,14.034105958392107
2026-01-02 20:00:00,14.0616097728421,14.0616097728421
2026-01-02 21:00:00,13.860502752687557,13.860502752687557
2026-01-02 22:00:00,13.777650520699913,13.777650520699913
2026-01-02 23:00:00,13.857479685458387,13.857479685458387
2026-01-03 00:00:00,13.467944860196845,13.467944860196845
2026-01-03 01:00:00,13.895800660475262,13.895800660475262
2026-01-03 02:00:00,13.604960357041728,13.604960357041728
2026-01-03 03:00:00,13.98658883270405,13.98658883270405
2026-01-03 04:00:00,13.762028170735462,13.762028170735462
2026-01-03 05:00:00,13.29936537451308,13.29936537451308
2026-01-03 06:00:00,13.499501022749566,13.499501022749566
2026-01-03 07:00:00,13.405910547672558,13.405910547672558
2026-01-03 08:00:00,13.436386889060305,13.436386889060305
2026-01-03 09:00:00,13.306746650944309,13.306746650944309
2026-01-03 10:00:00,13.158173333625408,13.158173333625408
2026-01-03 11:00:00,13.219094359628793,18.615708608225845
2026-01-03 12:00:00,13.006330011876459,13.006330011876459
2026-01-03 13:00:00,13.271818970342542,13.271818970342542
2026-01-03 14:00:00,12.95852121082299,12.95852121082299
2026-01-03 15:00:00,13.29430889776642,13.29430889776642
2026-01-03 16:00:00,13.27240558839736,13.27240558839736
2026-01-03 17:00:00,12.793979831458216,12.793979831458216
2026-01-03 18:00:00,12.75489468467453,12.75489468467453
2026-01-03 19:00:00,12.541783744206645,12.541783744206645
2026-01-03 20:00:00,12.473690004282352,12.473690004282352
2026-01-03 21:00:00,12.48887099592704,12.48887099592704
2026-01-03 22:00:00,12.314049936083284,12.314049936083284
2026-01-03 23:00:00,12.44418372659819,12.44418372659819
2026-01-04 00:00:00,12.375155986884273,12.375155986884273
2026-01-04 01:00:00,12.322534851438954,12.322534851438954
2026-01-04 02:00:00,12.146435682609315,23.52446200470589
2026-01-04 03:00:00,11.81310822612473,11.81310822612473
2026-01-04 04:00:00,11.800178444146043,11.800178444146043
2026-01-04 05:00:00,11.698342112291305,11.698342112291305
2026-01-04 06:00:00,11.721334351040314,11.721334351040314
2026-01-04 07:00:00,11.381227595047598,11.381227595047598
2026-01-04 08:00:00,11.488599673068181,11.488599673068181
2026-01-04 09:00:00,11.373828189697818,11.373828189697818
2026-01-04 10:00:00,11.365757111556308,11.365757111556308
2026-01-04 11:00:00,11.251100332342777,11.251100332342777
2026-01-04 12:00:00,11.302805549825168,11.302805549825168
2026-01-04 13:00:00,11.471490734474818,11.471490734474818
2026-01-04 14:00:00,11.01822983580343,11.01822983580343
2026-01-04 15:00:00,10.709669393628419,10.709669393628419
2026-01-04 16:00:00,10.66721198579091,10.66721198579091
2026-01-04 17:00:00,10.75647640093389,6.70956769172206
2026-01-04 18:00:00,10.675590982460088,10.675590982460088
2026-01-04 19:00:00,10.69384700864123,10.69384700864123
2026-01-04 20:00:00,10.909452083028112,10.909452083028112
2026-01-04 21:00:00,10.534630067649847,10.534630067649847
2026-01-04 22:00:00,10.866991765302474,10.866991765302474
2026-01-04 23:00:00,10.713075356137228,10.713075356137228
2026-01-05 00:00:00,10.226387034363379,10.226387034363379
